NOM;TVA;Forme Juridique;Nom du PAE;Adresse;CP;Localité;Téléphone;Fax;ACTIVITE;N° parcelle
TRANSPORTS THIRY DANY VDT;474719186;S.A.;P.A.E. de Fleurus-Farciennes;Avenue de Spirou 45;6220.0;FLEURUS;071/18 13 13;;Transports divers;
WALLINDUSTRIES;448354388;S.A.;P.A.E. de Fleurus-Farciennes;Avenue de Spirou 32;6220.0;FLEURUS;071/85 52 92;;Commerce de gros et équipements de bureaux;38
WELL PUMPS;455694221;S.A.;P.A.E. de Fleurus-Farciennes;Avenue de Lambusart 18;6220.0;FLEURUS;071/46 07 83;071/46 07 71;Fabrication de pompes immergées en acier inoxydable;59+65
ABB POWER QUALITY PRODUCTS;406291923;;P.A.E. de Charleroi-Jumet;Allée Centrale 10;6040.0;JUMET;071/25 08 11;071/34 40 07;Fabrication de condensateurs et transfos électriques;26
BUSINESS CENTER AIRPORT;;;P.A.E. de Charleroi-Jumet;Quatrième rue 33;6040.0;JUMET;;;Location bureaux meublés et salles de réunion;18
CALYOS;837940141;;P.A.E. de Charleroi-Jumet;Allée Centrale 52;6040.0;JUMET;067/88 94 73;;Systèmes de refroidissement pour ordinateurs, etc;53
CELLULE WALLONNE DE PARTENARIAT POUR LA FORMATION EN INDUSTRIE VERRIERE;474150747;;P.A.E. de Charleroi-Jumet;Première rue 5;6040.0;JUMET;071/27 29 00;071/27 29 19;Formation;7
ECOPARFAIT;810323152;;P.A.E. de Charleroi-Jumet;Première rue 2;6040.0;JUMET;071/41 50 41;071/42 07 04;Energie verte;45
ERIKS + BAUDOIN;402956608;;P.A.E. de Charleroi-Jumet;Allée Centrale 8;6040.0;JUMET;071/91 50 00;071/91 50 25;Industrial services and supplies;36
EROS NEW TRADING;473825501;;P.A.E. de Charleroi-Jumet;Première rue 16;6040.0;JUMET;071/35 05 11;071/35 09 11;Textile;5
EUROMIS;894278731;;P.A.E. de Charleroi-Jumet;Allée Centrale 25;6040.0;JUMET;071/58 82 44;071/35 14 44;Levage;20
OUTILAC - DIVISION OUTILACHAR;403971643;;P.A.E. de Charleroi-Jumet;Troisième rue 13;6040.0;JUMET;071/37 12 00;071/37 16 50;Vente outillage professionnel;44
RANDSTAD BELGIUM;402725291;;P.A.E. de Charleroi-Jumet;Troisième rue 12;6040.0;JUMET;071/34 99 61;071/34 99 62;Intérim;42
REGIE IMPRIMERIE PROVINCIALE DU HAINAUT (RIP);non assujetti;;P.A.E. de Charleroi-Jumet;Quatrième rue 13;6040.0;JUMET;071/25 85 30;071/34 03 16;Pré-presse, imprimerie, reliure, façonnage;15
REXEL;437237396;;P.A.E. de Charleroi-Jumet;Allée Centrale;6040.0;JUMET;071/34 92 10;071/34 44 03;Distribution de matériel électrique;47
SODIAL;438896096;;P.A.E. de Charleroi-Jumet;Quatrième rue 14;6040.0;JUMET;071/37 33 44;071/37 03 24;Fabrication de saumon fumé;12 - partie de la 10
SOREFI;448464058;;P.A.E. de Charleroi-Jumet;Deuvième rue 20;6040.0;JUMET;071/37 22 20;071/37 39 45;Négoce de matériel ferroviaire;52
VAB;436267594;;P.A.E. de Charleroi-Jumet;Allée Centrale 5;6040.0;JUMET;;;Dépannage auto;11
AGRAL;429223515;S.A.;P.A.E. de Courcelles;Rue du Brabant Wallon 1;6180.0;COURCELLES;071/45 14 61;071/46 01 42;Production - Conditionnement de produits laitiers;4
BLOUNT EUROPE;400349682;S.A.;P.A.E. de Courcelles;Rue de Liège 6;6180.0;COURCELLES;010/30 12 10;010/30 12 02;Commerce de gros de quincaillerie;56
CENTRE LOGISTIQUE WALLONIE (C.L.W.);461058816;S.A.;P.A.E. de Courcelles;Rue de Liège 80;6180.0;COURCELLES;071/46 84 00;071/46 84 33;Centre de distribution et de première nécessité;5
DPD;449294102;S.A.;P.A.E. de Courcelles;Rue de Liège 25;6180.0;COURCELLES;071/46 61 11;071/46 61 29;Société de transport;56
ELETECHNICK;507665039;S.P.R.L.;P.A.E. de Courcelles;Rue de Seneffe 74;6181.0;COURCELLES;071/46 65 50;071/46 65 59;Distribution de matériel électrique;1 - Hall relais de Courcelles
FB LOGISTICS;405741496;N.V.;P.A.E. de Courcelles;Rue de Hainaut 30;6180.0;COURCELLES;071/46 85 85;071/46 85 86;Transport et logistique;2 - 56
I.M.C.E.;442506179;S.A.;P.A.E. de Courcelles;Rue du Hainaut 86 A;6180.0;COURCELLES;071/45 14 79;071/45 41 71;Installations, Maintenance et Constructions Electrotechniques;14
J.M. DELSAUX;890379133;S.P.R.L.;P.A.E. de Courcelles;Rue de Charleroi 13;6180.0;COURCELLES;071/45 27 98;;Electricité générale, câblage, Bureau d'études;51
JACKY DEPLUS ET CIE;447273730;S.P.R.L.;P.A.E. de Courcelles;Rue de Charleroi 18;6180.0;COURCELLES;071/45 44 39;071/46 22 74;Réalisation de charpentes et de couvertures;38
KFLEX SERVICES;817424047;S.P.R.L.;P.A.E. de Courcelles;Rue de Charleroi, 11;6180.0;COURCELLES;071/41 02 44;;Maintenance et dépannage de flexibles hydrauliques;44
SECURITAS;;;P.A.E. de Courcelles;Rue de Liège 4;6180.0;COURCELLES;;;Société de sécurité;13A
STEF LOGISTICS COURCELLES;460804735;S.A.;P.A.E. de Courcelles;Rue du Hainaut 40;6180.0;COURCELLES;071/46 98 09;071/46 98 01;Logistique alimentaire (produits frais);9
FOREM (stockage);236363165;Ets Public;P.A.E. de Charleroi-Gosselies 2;Rue du Cerisier;6041.0;CHARLEROI;;;Entrepôt;4
INTER-CERAM;421168555;S.A.;P.A.E. de Charleroi-Gosselies 2;Rue Robesse 2;6041.0;CHARLEROI;071/25 65 10;071/34 06 55;Importateur - grossiste en carrelages;5
AES-DANA;536383274;S.P.R.L;P.A.E. de Charleroi-Airport 2;Rue de Gosselies 13;6040.0;JUMET;;;Conseil informatique;Atlas bureau
AXESS GUARDING;666888955;S.P.R.L.;P.A.E. de Charleroi-Airport 2;Rue de Gosselies 13;6040.0;JUMET;;;Activités de sécurité privée;Atlas bureau
CCS BELGIUM;478623338;S.P.R.L.;P.A.E. de Charleroi-Airport 2;Rue de Gosselies 13;6040.0;JUMET;;;Nettoyage et entretien bâtiments;Atlas bureau
AB FLEX+;472 068 514;S.A.;P.A.E. de Fleurus-Martinrou;Rue de la Jonction 7;6220.0;FLEURUS;;02/366 05 97;Hydraulic solution (raccordements hydrauliques);18
ALVAN DIFFUSION;413094195;S.P.R.L.;P.A.E. de Fleurus-Martinrou;Rue du Berlaimont 2;6220.0;FLEURUS;071/50 05 00;071/30 04 06;Mobilier scolaire, de bureaux et de collectivité;2 - 58 - 59
BARTEX;422198339;S.C.R.L.;P.A.E. de Fleurus-Martinrou;Rue du Rabiseau 5;6220.0;FLEURUS;071/85 85 45;071/32 83 68;Fabrication de tapis anti-poussières;30
CALDERYS;400390660;S.A.;P.A.E. de Fleurus-Martinrou;Rue du Progrès 10/1;6220.0;FLEURUS;;;Vente matériaux réfractaires et isolants, ancrages réfractaires;55
COLORS PRODUCTION (STAMEX);456272657;S.P.R.L.;P.A.E. de Fleurus-Martinrou;Rue du Berlaimont 6A;6220.0;FLEURUS;071/82 07 60;071/82 07 68;Location et installation de chauffage et climatisation;71
DELAUNOIT GROUPE - ID MAINTENANCE;462295268;S.A.;P.A.E. de Fleurus-Martinrou;Rue du Berlaimont 35;6220.0;FLEURUS;071/30 90 60;071/32 04 84;Atelier de construction métallique;8
ECLAIRAGE ET DIFFUSION;878994105;S.P.R.L.;P.A.E. de Fleurus-Martinrou;Rue de la Jonction 7;6220.0;FLEURUS;071/81 26 33;;Organisation de salons professionnels (foires, salons, expositions);18
GENERAL TRAVAUX;434245442;S.C.R.L.;P.A.E. de Fleurus-Martinrou;Rue du Berlaimont 11/1;6220.0;FLEURUS;071/35 94 71;071/35 14 00;Entreprise générale de construction;1
HORSE'S LINE (DECAMPS B);560838261;S.A.;P.A.E. de Fleurus-Martinrou;Rue des Fabriques 13;6220.0;FLEURUS;071/39 76 93;071/40 09 63;Clôture, portail, outillage pour professionnels - Parcs et Jardins - Equipement d'écurie;62
ISO TECH BELGIUM;479527220;S.P.R.L.;P.A.E. de Fleurus-Martinrou;Rue des Sources 2;6220.0;FLEURUS;071/88 86 10;071/88 82 10;Achat, fransformation et revente de produits isolants;67
ISOTRA;425995393;S.P.R.L.;P.A.E. de Fleurus-Martinrou;Rue du Bassin 2;6220.0;FLEURUS;071/51 31 71;071/51 01 77;Travaux d'isolation;43
KEEEPER;402556433;S.A.;P.A.E. de Fleurus-Martinrou;Rue du Progrès 10/1;6220.0;FLEURUS;081/61 16 93;081/61 13 93;Fabricant de produits ménagers innovants en plastique;55
MATEXI;405580655;N.V.;P.A.E. de Fleurus-Martinrou;Rue de Berlaimont 1;6220.0;FLEURUS;071/87 01 90;071/87 01 99;Immobilière;9
POLYPLASTICS;478265428;S.P.R.L.;P.A.E. de Fleurus-Martinrou;Rue du Berlaimont 6;6220.0;FLEURUS;071/81 22 32;071/81 22 26;Distribution et transformation de matières plastiques;68
RENOVATION - INNOVATION - MECANIQUE (R.I.M.);427420206;S.A.;P.A.E. de Fleurus-Martinrou;Rue du Berlaimont 20;6220.0;FLEURUS;071/46 09 10;071/46 10 80;Mécanique industrielle, hydraulique, robinetterie;12
RS COLOR;;S.A.;P.A.E. de Fleurus-Martinrou;Rue du Bassin 2;6220.0;FLEURUS;;;;43
SERRA CONSTRUCT;464927037;S.P.R.L.U.;P.A.E. de Fleurus-Martinrou;Rue du Bassin 6;6220.0;FLEURUS;071/81 79 89;071/81 79 89;Entreprise générale de construction - maçonnerie et plafonnage;25
SOLDI*;628809923;S.P.R.L.;P.A.E. de Fleurus-Martinrou;Rue du Troupeau 17;6440.0;FROIDCHAPELLE;071/26 60 99;;Embouteillage d'huile d'olive et produits dérivés d'huiles d'olive;74
SPEOS;427627864;S.A.;P.A.E. de Fleurus-Martinrou;Rue des Sources 11;6220.0;FLEURUS;02/558 02 00;02/520 70 37;Traitement et Impression de documents;44
VAN MIEGHEM LOGISTICS;874926736;SA;P.A.E. de Fleurus-Martinrou;Rue du Progrès 10;6220.0;FLEURUS;02/390 05 06;02/391 40 28;Transport et logistique;55
VEOLIA;101954954;S.A.;P.A.E. de Fleurus-Martinrou;Rue des Fabriques 8;6220.0;FLEURUS;071/43 39 00;;Maintenance HVAC, gestion d'installations techniques;39
AIBV INSPECTION AUTOMOBILE;402671348;S.A.;P.A.E. de Montignies-sur-Sambre;Rue du Brachot 12;6061.0;MONTIGNIES-SUR-SAMBRE;071/32 14 38;071/32 68 94;Contrôle technique et Centre d'examen;28
ATELIERS EMILE MEURICE;401665419;S.P.R.L.;P.A.E. de Montignies-sur-Sambre;Rue des Pays-Bas 50;6061.0;MONTIGNIES-SUR-SAMBRE;071/30 72 19;071/30 72 28;Mécanique générale;9
BRION ET CHARLOT;443920795;S.A.;P.A.E. de Montignies-sur-Sambre;Rue Champeau 32;6061.0;MONTIGNIES-SUR-SAMBRE;071/30 11 98;071/30 14 33;Menuiserie en bois ou en matières plastiques, fabriquant de mobilier et cloisons sur mesure (menuiserie d'agencement et de l'aluminium);22
DORMILAND;455428955;S.P.R.L.U;P.A.E. de Montignies-sur-Sambre;Chaussée de Châtelineau 256;6061.0;MONTIGNIES-SUR-SAMBRE;071/30 01 12;071/30 01 12;Fabrication de sommiers;14
EUROMASTER;438782468;S.P.R.L.;P.A.E. de Montignies-sur-Sambre;Rue du Brachot 5;6061.0;MONTIGNIES-SUR-SAMBRE;071/30 78 77;;;31
FERRONNERIE ALEXANDRE;430170353;S.P.R.L.;P.A.E. de Montignies-sur-Sambre;Rue Champeau 55;6061.0;MONTIGNIES-SUR-SAMBRE;071/70 16 50;071/70 16 49;Création et construction métallique;17
IMMOBILIERE RIBOUX;670959490;S.P.R.L.;P.A.E. de Montignies-sur-Sambre;Rue Champeau 20;6061.0;MONTIGNIES-SUR-SAMBRE;;;Agence immobilière;16
PALUMBO ET FILS;422218630;S.A.;P.A.E. de Montignies-sur-Sambre;Rue Champeau 24;6061.0;MONTIGNIES-SUR-SAMBRE;071/40 11 03;071/40 11 10;Couvertures diverses toitures;25
SERVIMECA;466534465;S.A.;P.A.E. de Montignies-sur-Sambre;Rue Champeau 1;6061.0;MONTIGNIES-SUR-SAMBRE;071/20 17 70;071/20 17 79;Mécanique générale;11
TRAVAUX INDUSTRIELS WALLONS - TRAVIWAL;408062172;S.A.;P.A.E. de Montignies-sur-Sambre;Rue Champeau 8;6061.0;MONTIGNIES-SUR-SAMBRE;071/30 42 22;071/30 43 53;Nettoyage industriel - Construction - Rénovation - Location de matériel;4
ULUPINAR Murat;661532080;P.P.;P.A.E. de Montignies-sur-Sambre;Chaussée de Chatelineau 266;6061.0;MONTIGNIES-SUR-SAMBRE;071/19 98 51;;Véhicules d'occasion;10
CENTRE DE RECHERCHES ET DE NOUVELLES APPLICATIONS (C.R.N.A.);459332018;S.A.;P.A.E. de Fleurus-Heppignies;Avenue de Heppignies 43;6220.0;HEPPIGNIES;071/37 60 85;071/37 40 86;Conditionnement de produits pharmaceutiques et dérivés;24 - 25
COPRIM;433228031;S.A.;P.A.E. de Fleurus-Heppignies;Rue du Tilloi 4;6220.0;HEPPIGNIES;071/31 20 20;071/33 05 77;Gestion de biens immobiliers et fourniture de matériel pour collectivités;35
ISOTRIM;445322545;S.A.;P.A.E. de Fleurus-Heppignies;Avenue de Heppignies 27;6220.0;HEPPIGNIES;071/34 32 64;071/37 26 60;Entreprise générale de parachèvement;17
LEONARD TRAVEL INTERNATIONAL;420348114;S.A.;P.A.E. de Fleurus-Heppignies;Avenue d'Heppignies 26;6220.0;HEPPIGNIES;071/18 31 31;071/18 31 39;Exploitation d'un parc d'autocars;14
MACIOTTO BELGIUM;463642776;S.A.;P.A.E. de Fleurus-Heppignies;Avenue de Heppignies 29;6220.0;FLEURUS;071/37 77 25;071/37 77 21;Matériel Horeca;18
MATTIMMO PISCINES COMPOSITE;875124991;S.P.R.L.;P.A.E. de Fleurus-Heppignies;Rue de Capilone 6;6220.0;HEPPIGNIES;071/85 46 64;;Fabricant et installateur de piscines;37
SERVIMAT;479535732;S.A.;P.A.E. de Fleurus-Heppignies;Rue du Tilloi 9;6220.0;HEPPIGNIES;071/25 35 25;071/25 35 29;Vente de matériaux et location de container;29 + 32
SOBELTAX - LOCATION;402656502;S.A.;P.A.E. de Fleurus-Heppignies;Avenue d'Heppignies 6;6220.0;FLEURUS;071/25 80 30;;Location de véhicule;13
SOGESMA (TRAFIC);866517727;S.A.;P.A.E. de Fleurus-Heppignies;Rue de Capilone, 6;6220.0;FLEURUS;071/68 12 00;071/68 12 09;Magasin Trafic;1
GARAGE VAN BELLE ET FRERES;426890169;S.C.R.L.;P.A.E. de Frasnes-lez-Gosselies;Rue de Sart-Dames Avelines 44;6210.0;FRASNES-LEZ-GOSSELIES;071/85 10 13;071/85 31 89;Concessionnaire;4
LAURENTY;402349862;S.A.;P.A.E. de Frasnes-lez-Gosselies;Rue des Artisans 3;6210.0;FRASNES-LEZ-GOSSELIES;071/60 10 40;071/36 67 88;Entretien et Nettoyage;11
SABCOBEL HEIDI FRIGOS;408064350;S.A.;P.A.E. de Frasnes-lez-Gosselies;Rue Uyttebroeck 12;6210.0;FRASNES-LEZ-GOSSELIES;071/38 84 55;071/48 60 31;Réfrigération commerciale et industrielle;7
ACOS VISODERM;431688107;S.P.R.L.;PAE de Thuin-Lobbes;Zoning Industriel - Rue Taille Gabelle 2;6530.0;THUIN;071/59 11 24;071/59 38 73;Fabrication de produits cosmétiques;
BIDFOOD;415586897;S.A.;PAE de Thuin-Lobbes;Avenue Deli XL, 1;6530.0;THUIN;071/25 68 33;071/25 68 56;Centre de distribution de produits alimentaires frais pour les collectivités;
BRASSERIE DU VAL DE SAMBRE *;568871247;S.P.R.L.;PAE de Thuin-Lobbes;Rue Vandervelde, 273;6534.0;GOZEE;071/56 20 73;;Brasserie;
MENUISERIE Frank QUERTINMONT;863859333;S.P.R.L.;PAE de Thuin-Lobbes;Avenue Deli XL 8;6530.0;THUIN;071/53 35 48;;Menuiserie;
ATELIERS GRAUX;421983751;S.A.;PAE de Momignies;Zone Plantis des Aisements 3;6590.0;MOMIGNIES;060/51 25 85;060/51 25 90;Construction d'équipements industriels;
GERRESHEIMER MOMIGNIES;427117526;S.A.;PAE de Momignies;Rue Mandenne 19-20;6590.0;MOMIGNIES;060/51 02 53;060/51 02 08;Verrerie (production de flacons et pots cosmétiques);
LES COMPAGNONS D'EOLE;464439364;A.S.B.L.;PAE de Momignies;Zone Plantis des Aisements 1;6590.0;MOMIGNIES;060/51 18 45;;Groupement des producteurs d'énergie renouvelable;
BRICHART ETS;421699283;S.A.;PAE de Baileux;Zoning Industriel 3;6464.0;BAILEUX;071/82 82 82;071/82 82 99;Agro fourniture + vente détail;
CONSTRUCTIONS JEAN SIMON;461643190;S.P.R.L.;PAE de Baileux;Route Charlemagne 17;6464.0;BAILEUX;060/21 33 21;071/21 33 16;Constructions métalliques;
G PRO FOR ESSEM;;A.S.B.L.;PAE de Baileux;Route Charlemagne 15;6464.0;BAILEUX;060/21 96 00;;Aide à la gestion Sylvicole, vente de bois et biodiversité;
DISTRIBOIS;415258285;S.A.;P.A.E. de Charleroi-Gosselies 1;Avenue des Etats-Unis 110;6041.0;CHARLEROI;071/25 70 80;071/25 70 85;Commerce de gros et détail de menuiserie en bois;3
SAMBRE SUD POTATO;650637495;S.A.;PAE de Solre-sur-Sambre;Espace Européen d'Entreprises 1;6560.0;SOLRE-SUR-SAMBRE;071/59 47 81;;Commerce de gros de pommes de terre;
AGC AUTOMOTIVE BELGIUM;883140161;S.A.;P.A.E. de Fleurus-Farciennes;Avenue du Marquis 10;6220.0;FLEURUS;071/82 61 98;071/82 62 98;Vitrage automobile;1B
AZ RENOVATION;662602644;S.P.R.L.;P.A.E. de Fleurus-Farciennes;Avenue de Lambusart 25;6220.0;FLEURUS;;;;44
BOELS VERHUUR;444075797;S.A.;P.A.E. de Fleurus-Farciennes;Avenue de l'Espérance, 2;6220.0;FLEURUS;071/83 26 40;071/85 48 15;Location de machine et outillage pour professionnels;13 + 24
CIG VAPRO;669523593;S.P.R.L.;P.A.E. de Fleurus-Farciennes;Route du Vieux Campinaire 46;6220.0;FLEURUS;0475/80 41 11;;Grossiste en e-cigarettes;11
DARIO LOCATION;455558223;S.A.;P.A.E. de Fleurus-Farciennes;Avenue du Marquis 25;6220.0;FLEURUS;071 80 06 09;071 80 06 10;Location de matériel pour events;30
ENGEL;;S.P.R.L.;P.A.E. de Fleurus-Farciennes;Avenue de Spirou 57;6220.0;FLEURUS;071/87 40 39-0485/226 218;;Electromécanique industrielle, fraisage, tournage;
GARAGE DU ROND POINT (RENAULT FLEURUS);459218091;S.A.;PA.E. de Fleurus-Farciennes;Chaussée de Charleroi 748;6220.0;FLEURUS;071/81 15 75;071/81 33 32;Vente/réparation automobilie Renault;28
HYPHEN CONSULTING;876406678;S.P.R.L.;P.A.E. de Fleurus-Farciennes;Avenue de Lambusart 25;6220.0;FLEURUS;;;;44
IBA Pharma;860215596;S.A.;P.A.E. de Fleurus-Farciennes;Avenue de l'Espérance 1;6220.0;FLEURUS;071/82 96 85;;Recherche et développement;18
LA CANTINIERA;828711778;S.P.R.L.;P.A.E. de Fleurus-Farciennes;Avenue du Marquis 23;6220.0;FLEURUS;071/37 19 98;071/37 22 43;Importation de vin italien;7
LOCK'O;478831095;S.A.;P.A.E. de Fleurus-Farciennes;Avenue de Lambusart 25;6220.0;FLEURUS;071/34 32 70;;;44
MAXXY GLOBAL SERVICES;835852760;S.P.R.L.;P.A.E. de Fleurus-Farciennes;Avenue de l'Espérance;6220.0;FLEURUS;071/87 94 69;;;17
PACKAGING4PROFESSIONALS;629886722;S.A.;P.A.E. de Fleurus-Farciennes;Avenue de l'Espérance 30;6220.0;FLEURUS;071/14 09 63;;Fabrication de papiers et cartons;17
SMET - G.W.T. WALLONIE;448902538;Succursale;P.A.E. de Fleurus-Farciennes;Avenue de Spirou 22;6220.0;FLEURUS;071/25 75 30;071/25 75 31;Puits d'eau, forages géotechniques + géologiques;60
SOLAZ;864548231;S.A.;P.A.E. de Fleurus-Farciennes;Avenue du Marquis 10;6220.0;FLEURUS;0495/24 95 86;;Terrassements;1B
SOVITEC BELGIUM;866000855;S.A.;P.A.E. de Fleurus-Farciennes;Avenue du Marquis 4;6220.0;FLEURUS;071/82 27 77;071/81 76 73;Fabrication de microbilles en verre;1A
STERIGENICS FLEURUS;442042064;S.A.;P.A.E. de Fleurus-Farciennes;Avenue de l'Espérance 1;6220.0;FLEURUS;071/81 00 84;071/81 63 53;Irradiation de denrées alimentaires et stérélisation médicale;18
THE URBAN;;S.P.R.L.;P.A.E. de Fleurus-Farciennes;Avenue de Lambusart 25;6220.0;FLEURUS;;;;44
4M OXYGENE BELUX;;;P.A.E. de Charleroi-Jumet;Quatrième rue 1;6040.0;JUMET;;;;19
ATELIERS  CAMBIER;401571189;;P.A.E. de Charleroi-Jumet;Première rue 14;6040.0;JUMET;071/25 85 60;071/34 52 00;Entreprise de travail adapté;4 + 51
CEBEO;405318953;;P.A.E. de Charleroi-Jumet;Première Rue, 1;6040.0;JUMET;071/29 73 73;071/29 73 74;Electricité - Chauffage;6
CENTRE EUROPEEN POUR LA SECURITE;429856389;;P.A.E. de Charleroi-Jumet;Première Rue, 5b;6040.0;JUMET;071/31 56 46;;Formation;8
CHABER;461376441;;P.A.E. de Charleroi-Jumet;Première rue 5;6040.0;JUMET;;;;46
DAXI;438339436;;P.A.E. de Charleroi-Jumet;Deuxième rue 20;6040.0;JUMET;071/37 22 20;071/37 39 45;Négoce de matériel ferroviaire neuf ou reconditionné;52
DEFILANGUES;442003561;;P.A.E. de Charleroi-Jumet;Quatrième rue 1;6040.0;JUMET;071/37 26 31;;Formation en langues;19
INDUSTRIAL CLEANING & SERVICES COMPANY;432547546;;P.A.E. de Charleroi-Jumet;Allée Centrale 1;6040.0;JUMET;071 34 14 17;;Nettoyage;11
L.M.C. LE MONTAGNARD;464336129;;P.A.E. de Charleroi-Jumet;Troisième rue 15;6040.0;JUMET;071/37 00 45;071/37 30 57;Transformation viande;43
PLASTISERVICE;434767460;;P.A.E. de Charleroi-Jumet;Allée Centrale 72;6040.0;JUMET;071/35 95 82;071/35 98 69;Production de pièces en plastiques pour l'industrie;49 et 50
SCANIA BELGIUM;402607507;;P.A.E. de Charleroi-Jumet;Allée Centrale 1;6040.0;JUMET;071/91 71 01;071/34 50 48;Vente et service après-vente de véhicules utilitaires;33
SHANKS HAINAUT;432547546;;P.A.E. de Charleroi-Jumet;Allée Centrale 123;6040.0;JUMET;071/34 02 03;071/34 14 17;Nettoyage industriel;13
SUEZ R&R BE WALLONIE;422764008;;P.A.E. de Charleroi-Jumet;Troisième rue 11;6040.0;JUMET;071/25 65 44;071/25 65 40;Centre de regroupement de déchets dangereux;29+30
VILLE DE CHARLEROI - DEPARTEMENT DES FINANCES ET DE L'INFORMATIQUE;;;P.A.E. de Charleroi-Jumet;Quatrième rue 21;6040.0;JUMET;071/86 00 00;;Services publics;16
CARTONNERIES DE WALLONIE;627789740;S.A.;P.A.E. de Courcelles;Rue du Hainaut 17;6180.0;COURCELLES;;;Cartonneries;
CLC PROTECT;508923663;S.P.R.L.;P.A.E. de Courcelles;Rue du Hainaut 86;6180.0;COURCELLES;071/43 19 60;071/51 61 68;Grenaillage, sablage, métallisation et thermolaquage;14
EKO OKNA;884864583;S.P.R.L.;P.A.E. de Courcelles;Avenue de Wallonie, 60;6180.0;COURCELLES;071/45 23 61;;Logistique;15
EURO ELEVATORS BENELUX;862752939;SPRL;P.A.E. de Courcelles;Rue de Luxembourg 3;6180.0;COURCELLES;071/35 78 70;071/35 39 11;Installateur - Ascenseurs, Monte escalier, Plateforme monte charge;19a
H. ESSERS;401296720;S.A.;P.A.E. de Courcelles;Rue de Liège 70;6180.0;COURCELLES;071/46 89 96;071/46 89 99;Transport de marchandises, logistique (manutention et entreposage);10 - 53
IMMO VENDING;459014688;S.A.;P.A.E. de Courcelles;Rue de Seneffe 48;6183.0;TRAZEGNIES;071/45 46 76;071/45 46 76;Services aux entreprises;33
ISOCONCEPT;878379639;S.P.R.L.;P.A.E. de Courcelles;Rue du Brabant Wallon 3;6180.0;COURCELLES;071/46 31 81;071/46 38 90;Isolations frigorifiques;41
MICROLAND;810839529;S.P.R.L.;P.A.E. de Courcelles;Rue de Liège, 1;6180.0;COURCELLES;071/54 00 45;;Solutions informatiques, câblage, web design;54
MILIONI FOOD;458318664;S.A.;P.A.E. de Courcelles;Rue de Liège 4A;6180.0;COURCELLES;071/60 93 70;071/36 51 55;Production de boudin;13A
MODIFROID;466848132;S.P.R.L.;P.A.E. de Courcelles;Rue du Brabant wallon 3;6180.0;COURCELLES;071/46 31 81;071/46 38 90;Carrosserie industrielle - Véhicules réfrigérés;41
SPCB BELGIUM;811586924;S.P.R.L.;Technoparc de Thudinie;Technoparc de Thudinie, 7;6536.0;DONSTIENNES;071/79 66 37;;Innovation au service de l'environnement-Traitement des eaux;
AERO 44;478326103;;AEROPOLE;Rue Louis Blériot 4;6041.0;CHARLEROI;071/31 32 11;071/33 12 62;Hôtel-restaurant-séminaire;44
AGC GLASS EUROPE TECHNOVATION CENTRE;413638187;;AEROPOLE;Rue Louis Blériot 12;6041.0;CHARLEROI;02/409 30 00;02/672 44 62;Centre de recherche;78
ATTENTIA - SECRETARIAT SOCIAL;409440463;;AEROPOLE;Rue Auguste Piccard 20;6041.0;CHARLEROI;09/280 86 53;;Secrétariat social;55
BELFIUS;;;AEROPOLE;Avenue Georges Lemaître 30;6041.0;CHARLEROI;083/66 07 32;;Organisme bancaire;Lindbergh
BIOWIN;882768591;;AEROPOLE;Rue Auguste Piccard 20;6041.0;CHARLEROI;071/37 63 86;071/37 63 87;Pôle de compétitivité - sciences du vivant;55
BOSCH THERMOTECHNOLOGY;403598687;;AEROPOLE;Rue Louis Blériot 40-42;6041.0;CHARLEROI;071/25 81 50 - 016/40 30 20;071/25 81 55;Importation de chauffage (Buderus);26
CEDIWAL (Centre de Distribution de wallonie);428604495;;AEROPOLE;Rue Louis Blériot 9;6041.0;CHARLEROI;071/25 95 70;071/25 95 83;Centre de distribution pour Caterpillar;15
DECAMPS;;;AEROPOLE;Avenue Jean Mermoz 29;6041.0;CHARLEROI;071/35 39 93;071/35 34 96;;Wagner
DNAVision;865300475;;AEROPOLE;Avenue Georges Lemaître 25;6041.0;CHARLEROI;071/34 78 80;071/34 78 79;Laboratoires de services génétiques;33
IBMM - ULB;407626464;;AEROPOLE;Rue des Professeurs Jeener et Brachet 12;6041.0;CHARLEROI;071/37 88 02;071/37 88 00;Centre de recherche en biotechnologie (ULB);12
ING BUSINESS CENTRE;403200393;;AEROPOLE;Rue Antoine de Saint-Exupéry, 14;6041.0;CHARLEROI;071/34 73 00;071/34 73 18;Banque;Saint Exupéry 2
Institut de Pathologie et de Génétique;408333871;;AEROPOLE;Avenue Georges Lemaître, 25;6041.0;CHARLEROI;071/91 12 56;071/35 66 43;Laboratoire d'analyse médicale;33 - 113
INTERMIRE;810212888;;AEROPOLE;Avenue Jean Mermoz 30;6041.0;CHARLEROI;071/34 74 76;071/34 74 79;Coordination des missions régionales pour l'emploi;Mermoz 1
JACOPS SUD;429499766;;AEROPOLE;Avenue Jean Mermoz 29D;6041.0;CHARLEROI;071/35 43 00;071/34 38 00;Télécoms - Infrastructure électromécanique - Eclairage - Offres de services;Wagner
LORIAUX Etablissements;417649336;;AEROPOLE;Rue Auguste Piccard 12;6041.0;CHARLEROI;071/47 23 14;071/47 23 13;Commerce de gros d'horlogerie et bijouterie;96
