NOM;ADRESSE;NUMERO;CODE POSTAL;LOCALITE;CATEGORIE;TYPE;TELEPHONE
Fb assurance;Place Albert 1er;27;6061.0;Montignies-sur-Sambre;Banque & Assurance;;071/33.01.98
Orthotec;Place Albert 1er;27;6061.0;Montignies-sur-Sambre;Santé;Matériel orthopédique;(+32) 43.37.35.93
Coiffure Barbier;Place Albert 1er;30;6061.0;Montignies-sur-Sambre;Coiffeur;;
Maison Delcart / Denis Delporte;Place Albert 1er;33;6061.0;Montignies-sur-Sambre;Loisirs;Cigares, Alcools, ...;071/31.28.41
Leen Bakker;Route de la Basse-Sambre;0;6061.0;Montignies-sur-Sambre;Maison & Décoration;;071/423867
Well;Route de la Basse-Sambre;34;6061.0;Montignies-sur-Sambre;Maison & Décoration;;071/486840
Auto Glass Clinic;Rue du Cannonier;39;6061.0;Montignies-sur-Sambre;Automobile;;071/489862
Fleurs Edyta;Place Albert 1er;8;6061.0;Montignies-sur-Sambre;Fleuriste;;071/50.38.00
Schamp;Rue du Résolu;150;6061.0;Montignies-sur-Sambre;Boulangerie;;071/68.71.02
L'île aux enfants;Rue du Spirou;6;6061.0;Montignies-sur-Sambre;Loisirs;Plaine de jeux;0473/58.36.18
MADAME FRITES;Rue François Reconnu;86 D;6061.0;Montignies-sur-Sambre;Snack;;0495/163239
Total;Rue Grimard;1;6061.0;Montignies-sur-Sambre;Station essence;;071/405077
Coiffure Hélène;Rue Jean Jaures;131;6061.0;Montignies-sur-Sambre;Coiffeur;;071/326911
Pharmacie du Roctiau;Rue Léopold;26;6061.0;Montignies-sur-Sambre;Pharmacie;;071/315216
Car-Wash La Samaritaine;Rue Samaritaine;42;6061.0;Montignies-sur-Sambre;Car-wash;;0476/476704
ID COIFFURE;Rue Trieu Kaisin;134;6061.0;Montignies-sur-Sambre;Coiffeur;;071/316984
Coussens-Masy;Chaussée de Bruxelles;385;6040.0;Jumet;Boulangerie;;071/34 19 31
Chèvrerie des Saules;Allée Centrale;90;6040.0;Jumet;Artisans;;0475/617171
Boucherie du Ballon;Place du Ballon;15;6040.0;Jumet;Boucherie;;071/353273
Optique Wery;Place du Ballon;36;6040.0;Jumet;Opticien;;071/353019
Candotti Exellent;Place du Ballon;4;6040.0;Jumet;Electronique;Electro-ménager;071/345976
Fleurs Raphael;Rue Bayemont;87;6040.0;Jumet;Fleuriste;;0473/601923
Fred Imagin;Rue César de Paepe;83;6040.0;Jumet;Coiffeur;;
Lucia Valentini;Rue de la Station;93;6040.0;Jumet;Coiffeur;;071/37 54 73
Chez Tony;Rue de Marchienne;10;6040.0;Jumet;Mode;Cordonnier;
La Manne à Tige;Rue de Marchienne;22;6040.0;Jumet;Fleuriste;;
Evissasun;Rue de Marchienne;45;6040.0;Jumet;Bien-être;;
Sancak;Rue de Marchienne;54;6040.0;Jumet;Boulangerie;;
L'Express;Rue de Marchienne;91;6040.0;Jumet;Alimentation générale;;
New Vedeca;Rue François Dewiest;56 C;6040.0;Jumet;Autres;Machines à café;071/34 27 91
La Boulangerie du Ballon;Rue François Dewiest;146;6040.0;Jumet;Boulangerie;;
Librairie de la Place;Rue François Dewiest;141;6040.0;Jumet;Librairie;;071/35 28 15
LM Coiffure;Rue Hubert Bastin;7;6040.0;Jumet;Coiffeur;;071/37 04 92
Delbol;Rue Hubert Bastin;3;6040.0;Jumet;Construction;Tailleur de pierre;071/35 53 51
Nail Isa Beauty addict;Rue Léopold Jacqmain;91;6040.0;Jumet;Bien-être;;0471/43 16 02
Librairie Schmidt;Rue Léopold Jacqmain;16;6040.0;Jumet;Librairie;;
Imprimerie de la Malavée;Rue Louis Biernaux;16;6040.0;Jumet;Imprimeur;;071/95 00 46
Au Kilo;Place Albert Ier;4;6040.0;Jumet;Café;;
La Maison de Tous;Place du Ballon;43;6040.0;Jumet;Café;;071/340205
Le Tivoli;Place Jules Franck;28;6040.0;Jumet;Café;;
Café du Coin;Rue César de Paepe;132;6040.0;Jumet;Café;;
Aux Plaisirs Gourmands;Rue Daubresse;13;6040.0;Jumet;Traiteur;;071/65 03 64
Couscous Saïd;Rue des Verreries;1 A;6040.0;Jumet;Traiteur;Couscous;0483/012932
Au Coq Gaulois;Rue Edouard Anseele;46;6040.0;Jumet;Café;;
Cantine de la Coupe « Chez Toni »;Rue Joseph Wauters;88;6040.0;Jumet;Café;;071/35 64 21
Al Panino;Rue Puissant;2;6040.0;Jumet;Snack;Sandwicherie;071/34 55 76
Chez Jacob's;Rue Surlet;25;6040.0;Jumet;Snack;;071/17 41 42
Induscabel;Chaussée de Bruxelles;376 C;6040.0;Jumet;Maison & Décoration;Salles de bain;
Audika;Rue de Marchienne;46;6040.0;Jumet;Bien-être;;
Match;Rue Hubert Bastin;7;6040.0;Jumet;Grande surface;Dépôt-Vente;071/25 81 30
Pecheny Pneus;Chaussée de Bruxelles;90;6040.0;Jumet;Voiture;;071/35 13 96
La Confiance Immobilière;Chaussée de Bruxelles;159;6040.0;Jumet;Immobilier;;071/34 03 40
Ets Mathot;Chaussée de Bruxelles;356;6040.0;Jumet;Voiture;;071/35 37 07
Delvigne;Chaussée de Bruxelles;295;6040.0;Jumet;Industrie;Ferronerie;0479/36 05 34
Total;Place de Mayence Leonce;11;6040.0;Jumet;Station essence;;
Supermarché du Ballon;Place du Ballon;29;6040.0;Jumet;Alimentation générale;;
Lavoir de Jumet;Rue César de Paepe;112;6040.0;Jumet;Lavoir;;
Mondial Auto;Rue de Gosselies;72;6040.0;Jumet;Voiture;;0486/44 23 29
Porignaux et Fils;Rue de la Prévoyance;1;6040.0;Jumet;Construction;;071/34 35 71
Imapros;Rue d'Edimbourg;30;6040.0;Jumet;Imprimeur;;071/27 87 00
Pellegrino Giuseppe;Rue du Citoyen;2;6040.0;Jumet;Construction;Rénovation;071/701694
Deltour;Rue François Dewiest;39;6040.0;Jumet;Pharmacie;;071/35 31 04
Crehopa;Rue Joseph Wauters;20;6040.0;Jumet;Grossiste;Bijouterie;071/34 24 63
D'Angelo;Rue Pierre-Joseph Wéry;1;6040.0;Jumet;Voiture;Garagiste;
JR Daytona;Rue Jules Panier;1;6040.0;Jumet;Voiture;Carrosserie;071/37 63 37
Soykurum;Rue Léopold Jacqmain;85;6040.0;Jumet;Alimentation générale;;0484/54 68 62
Mary Dominique;Rue Louis Biernaux;96 A;6040.0;Jumet;Voiture;Garagiste;071/37 16 94
Pharmaflor;Rue Surlet;16;6040.0;Jumet;Pharmacie;;071/35 09 75
Optique Vandermaren;Avenue de Waterloo;34;6000.0;Charleroi;Opticien;;071/32.08.96
Solution Satelite;Avenue de Waterloo;37;6000.0;Charleroi;Informatique;;
Photo RDS;Avenue de Waterloo;64;6000.0;Charleroi;Photographe;;
Tabac Shop;Avenue Jules Hénin;10;6000.0;Charleroi;Alimentation générale;;
Satec Pro;Avenue Jules Hénin;13;6000.0;Charleroi;Informatique;;071/57.05.81
« Elles sont toutes belles » / Chez Sena;Avenue Jules Hénin;18;6000.0;Charleroi;Bien-être;;071/33.46.34
Ladbrokes;Avenue Jules Hénin;24;6000.0;Charleroi;Paris sportifs;;071/31.04.64
Chamal;Boulevard Paul Janson;6;6000.0;Charleroi;Café;;
Snack 4 routes;Boulevard Paul Janson;16;6000.0;Charleroi;Snack;;
Van Ooteghem;Place de la Broucheterre;3;6000.0;Charleroi;Maison & Décoration;Chauffage;
Night And Day;Grand Rue;14;6000.0;Charleroi;Alimentation générale;;071/41.23.39
Brasserie de L'Eden;Boulevard Jacques Bertrand;1-3;6000.0;Charleroi;Café;;0486/38.52.70
Adam's Computer;Boulevard Jacques Bertrand;23;6000.0;Charleroi;Informatique;;071/31.80.91
Librairie du Coin;Boulevard Jacques Bertrand;26;6000.0;Charleroi;Librairie;;0465/51.08.83
Alanwar Coiffure;Boulevard Jacques Bertrand;35;6000.0;Charleroi;Coiffeur;;0476/69.98.68
Bai Chuan;Boulevard Jacques Bertrand;42-44;6000.0;Charleroi;Alimentation générale;Chinois;071/31.08.88
Mr. Cod;Boulevard Jacques Bertrand;52;6000.0;Charleroi;Snack;Poisson;071/65.53.69
Le Bastia;Place du Manège;4;6000.0;Charleroi;Café;;0497/65.11.67
Döner Gold;Place du Manège;5;6000.0;Charleroi;Snack;;
Bar in Town;Place du Manège;16;6000.0;Charleroi;Café;;0472/47.29.60
Au Petit Boucher;Rue de la Régence;31;6000.0;Charleroi;Boucherie;;0474/28.73.59 / 0477/41.26.60
Au Pain Du Soleil;Rue de la Régence;37;6000.0;Charleroi;Boulangerie;;
Saray Kôfte;Rue de la Régence;45;6000.0;Charleroi;Snack;;
Boucherie Du Monde;Rue de la Régence;62;6000.0;Charleroi;Boucherie;;
Moneygram;Rue D'Orléans;5;6000.0;Charleroi;Autres;Transfert d'argent;
Coiffure Marhaba;Rue D'Orléans;13;6000.0;Charleroi;Coiffeur;;071/30.14.19
Monsexeshop.be;Rue D'Orléans;21-2;6000.0;Charleroi;Autres;Sex-shop;071/63.31.02
Pix-Sat;Rue D'Orléans;22;6000.0;Charleroi;Electronique;Satellite;0474/04.97.38
Ets Loman Bel'Ami;Rue D'Orléans;30;6000.0;Charleroi;Maison & Décoration;Stores;071/31.39.88 - 0486/37.45.10
Moneytrans BE;Rue Neuve;15;6000.0;Charleroi;Autres;Transfert d'argent;071/30.96.57
Amalgame's;Rue Neuve;28;6000.0;Charleroi;Loisirs;Achat-Vente CD, DVD, jeux vidéo;0476/63.02.57
Coiffeur 9;Rue Neuve;42;6000.0;Charleroi;Coiffeur;;0485/37.60.60
Moneygram;Rue Neuve;45;6000.0;Charleroi;Autres;Transfert d'argent;071/40.19.49
Elegance New Fashion;Rue Neuve;55;6000.0;Charleroi;Mode;;071/90.98.85
Dar Nayla (SPRL Ziyat);Rue Neuve;66;6000.0;Charleroi;Mode;;071/48.88.49
Evidence;Rue Neuve;68;6000.0;Charleroi;Mode;;071/38.31.36
Boulangerie Tout Le Monde;Rue Neuve;84;6000.0;Charleroi;Boulangerie;;0487/21.73.10
Salon De Thé Tout Le Monde;Rue Neuve;86;6000.0;Charleroi;Salon de dégustation;;
Le Tyrol;Rue Tumelaire;4;6000.0;Charleroi;Café;;0491/33.79.73
Café Bezirgan;Rue Turenne;15;6000.0;Charleroi;Café;;
The Love Shop;Rue Turenne;46;6000.0;Charleroi;Autres;Sex-shop;071/30.23.29
Maison Pierard;Boulevard De L'Yser;3-5-7;6000.0;Charleroi;Autres;Modélisme;071/32.70.70
Lowcost Discount;Boulevard Paul Janson;7;6000.0;Charleroi;Solderie;;
XL World;Boulevard Paul Janson;25;6000.0;Charleroi;Electronique;;0489/38.35.02
Café Du Monument;Boulevard Paul Janson;33;6000.0;Charleroi;Café;;071/31.51.18
Bijoux Bijar;Boulevard Audent;9;6000.0;Charleroi;Bijouterie;;071/32.76.72
Ca Va Aller;Boulevard de l'Yser;23;6000.0;Charleroi;Autres;Jeux vidéo;071/30.70.62
Print City;Place de la Digue;15/3;6000.0;Charleroi;Imprimeur;;071/14.09.99 - 0485/85.88.58
Junior's;Rue De La Montagne;63;6000.0;Charleroi;Autres;Poussettes enfants;0493/32.15.00
Smooky;Rue De La Montagne;66;6000.0;Charleroi;Autres;Chicha-shop;0489/44.96.65
Tanit;Rue De La Montagne;82/2;6000.0;Charleroi;Snack;Sandwicherie;0476/28.13.72
Coiffeur Serge;Boulevard Emile Devreux;34;6000.0;Charleroi;Coiffeur;;071/43.68.32
Maison Bultot;Galerie Bernard;6;6000.0;Charleroi;Mode;Scouts et guides;071/32.63.11
Full Option;Galerie Bernard;16;6000.0;Charleroi;Autres;Jeux de société;071/32.01.71
Van Hove;Rue De Montigny;2;6000.0;Charleroi;Artisans;Café;071/31.42.03
Manolo Bar;Rue De Montigny;6;6000.0;Charleroi;Café;;071/30.18.38
Tand'm;Rue De Montigny;27;6000.0;Charleroi;Mode;;071/30.90.50
Mila Coiffure;Rue Du Pont Neuf;19;6000.0;Charleroi;Coiffeur;;071/32.35.86 - 0487/37.32.87
Alimentation Générale;Rue Du Pont Neuf;54;6000.0;Charleroi;Alimentation générale;;
Les Artisans Du Collège;Rue Du Pont Neuf;58;6000.0;Charleroi;Boulangerie;;071/70.19.34
The Irish Time's Pub;Boulevard Tirou;86;6000.0;Charleroi;Café;;071/31.61.52
Maison Delbove;Boulevard Tirou;121;6000.0;Charleroi;Coiffeur;;071/31.55.62
Exotic Sun;Boulevard Tirou;221;6000.0;Charleroi;Bien-être;;071/31.27.17
Tartesvertes;Rue De Marcinelle;11;6000.0;Charleroi;Boulangerie;;0499/83.96.83
Nadia Vandeburie;Rue De Marcinelle;16;6000.0;Charleroi;Coiffeur;;071/32.60.60
BD Choc;Rue De Marcinelle;28;6000.0;Charleroi;Librairie;;071/65.59.93
La Quille;Rue De Marcinelle;33;6000.0;Charleroi;Café;;071/31.41.48
Chez Max;Boulevard Tirou;14;6000.0;Charleroi;Snack;Sandwicherie;0478/63.83.58
Optique Grand Visuel;Boulevard Tirou;24-2;6000.0;Charleroi;Opticien;;071/30.10.77
Matelem;Boulevard Tirou;31;6000.0;Charleroi;Electronique;Electro-ménager;071/31.35.09
Point Chaud;Boulevard Tirou;101-103;6000.0;Charleroi;Boulangerie;;071/53.38.67
Quick;Boulevard Tirou;105-107;6000.0;Charleroi;Snack;Fast-food;071/31.36.40
Lionel Devillers Opticien;Passage De La Bourse;9;6000.0;Charleroi;Opticien;;
Livre Ou Verre;Passage De La Bourse;17;6000.0;Charleroi;Café;;0470/70.62.99
Joaillerie Michel;Place Verte;29;6000.0;Charleroi;Bijouterie;;071/32.70.85
Café « Au Ministère »;Rue Arthur Regniers;17;6000.0;Charleroi;Café;;0496/81.64.95
Le Colisée Home;Rue De Marchienne;30;6000.0;Charleroi;Café;;
Panos;Square Des Martyrs;;6000.0;Charleroi;Boulangerie;;071/32.50.42
Relay Hub;Square Des Martyrs;;6000.0;Charleroi;Librairie;;071/30.04.18
Alimentation Générale De La Digue;Place De La Digue;18;6000.0;Charleroi;Alimentation générale;;071/30.20.85
La Petite Fugue 2.0;Place De La Digue;27;6000.0;Charleroi;Café;;071/33.43.89
Chez Ta Mère;Place De La Digue;29;6000.0;Charleroi;Café;;0475.54.41.45
Gadtronic;Place De La Digue;44;6000.0;Charleroi;Electronique;;071/33.24.67
AD Sieges;Rue Du Grand Central;31;6000.0;Charleroi;Maison & Décoration;Garnisseur;071/33.00.23
Le Piéton;Rue De Dampremy;2;6000.0;Charleroi;Café;;071/31.90.05
Sarah Pacini;Rue De Dampremy;14;6000.0;Charleroi;Mode;;071/31.83.13
Tess;Rue De Dampremy;28;6000.0;Charleroi;Mode;;071/33.15.58
Asia Nails;Rue De Dampremy;31;6000.0;Charleroi;Bien-être;;0488/65.01.24
Boutique Edouard;Rue De Dampremy;45-47;6000.0;Charleroi;Mode;;0496/89.31.73
I Code;Rue De Dampremy;48;6000.0;Charleroi;Mode;;071/50.08.18
Empire;Rue De Dampremy;58;6000.0;Charleroi;Mode;Chaussures;071/32.14.93
Au coeur du fromage;Rue De Dampremy;67-2;6000.0;Charleroi;Fromagerie;;071/31.81.79
Café Walter;Rue De Dampremy;68;6000.0;Charleroi;Café;;
La Renommée Ardennaise;Rue De Dampremy;74;6000.0;Charleroi;Snack;Sandwicherie;071/32.13.05
Ladbrokes;Quai Arthur Rimbaud;6;6000.0;Charleroi;Paris sportifs;;071/32.06.72
Quai 10;Quai Arthur Rimbaud;10;6000.0;Charleroi;Loisirs;Cinéma;071/31.71.47
Anna Style;Avenue Des Alliés;42;6000.0;Charleroi;Bien-être;Ongles;0485/86.43.20
Le Petit Robert;Rue Du Pont De Sambre;10;6000.0;Charleroi;Snack;;
LIDL;Avenue Caporal Alain Debatty;140;6060.0;Gilly;Grande surface;;
"Alimentation générale ""Méga Fayt""";Rue de la Croix;51;6042.0;Lodelinsart;Alimentation générale;;071/35 36 60
Bara Auto-école;Chaussée de Bruxelles;141;6042.0;Lodelinsart;Voiture;;071/32 69 00
Beauty Car SC;Rue Alfred Georges;182;6042.0;Lodelinsart;Voiture;;0495/24 15 27
Bettica;Chaussée de Châtelet;25;6042.0;Lodelinsart;Paris sportifs;;
Boulangerie du Chênois;Rue du Chênois;65;6042.0;Lodelinsart;Boulangerie;;071/32 91 88
Festival Center;Chaussée de Bruxelles;496;6042.0;Lodelinsart;Loisirs;Fête;071/66 87 03
Funérarium Husniaux & Fils;Rue Chausteur;138;6042.0;Lodelinsart;Funérarium;;071/41 51 89
Institut Marine;Chaussée de Châtelet;171;6042.0;Lodelinsart;Bien-être;;071/32 83 20
Kabacinski SPRL;Rue Emile Vandervelde;63;6042.0;Lodelinsart;Maison & Décoration;;071/32 05 35
Kesten-Panse;Place du Gros-Fayt;1;6042.0;Lodelinsart;Café;;
Luca Cuisine;Chaussée de Châtelet;15;6042.0;Lodelinsart;Maison & Décoration;;071/31 25 80
PC Squad;Chaussée de Châtelet;14;6042.0;Lodelinsart;Informatique;;071/95 22 04
Pharmacie Bohy;Rue de la Croix;16;6042.0;Lodelinsart;Pharmacie;;071/41 04 70
Pharmacie Fontaine;Place Edmond Gilles;27;6042.0;Lodelinsart;Pharmacie;;071/31 25 48
Queen's Pitta;Chaussée de Châtelet;397;6042.0;Lodelinsart;Snack;;071/48 86 46
Rapid Pneus;Chaussée de Bruxelles;1;6042.0;Lodelinsart;Voiture;;0473/57 14 12
Renault Lodelinsart;Chaussée de Bruxelles;391;6042.0;Lodelinsart;Voiture;;071/32 01 10
Sebo-Pneus SCS;Rue de la Croix;56;6042.0;Lodelinsart;Voiture;;071/48 83 88
Silver Café;Chaussée de Châtelet;453;6042.0;Lodelinsart;Café;;
Vert Mousse;Chaussée de Bruxelles;332;6042.0;Lodelinsart;Fleuriste;;071/30 16 30
Taverne de la Place;Place du Perron;27;6030.0;Marchienne-au-Pont;Café;;
Le Vieux Marchienne;Place du Perron;41;6030.0;Marchienne-au-Pont;Café;;0473 48 42 32
Librairie du Centre;Route de Mons;7;6030.0;Marchienne-au-Pont;Librairie;;071 47 98 28
Café La Croisette;Rue  Pierre Bauwens;82;6030.0;Marchienne-au-Pont;Café;;
Maison Demiautte;Rue de Beaumont;131-133;6030.0;Marchienne-au-Pont;Loisirs;Cigares, Alcools, ...;071 51 72 70
Librairie du Coin;Rue de Beaumont;139;6030.0;Marchienne-au-Pont;Librairie;;071 51 54 89
Pharmacie Piret;Rue de Beaumont;147 - 151;6030.0;Marchienne-au-Pont;Pharmacie;;071 51 57 43
D.M. Coiff;Rue de Beaumont;159;6030.0;Marchienne-au-Pont;Coiffeur;;0499 46 04 37
Boulangerie Jadron;Rue de Beaumont;213;6030.0;Marchienne-au-Pont;Boulangerie;;071 36 45 00
Fleurs Daniels;Rue de Beaumont;289-291;6030.0;Marchienne-au-Pont;Fleuriste;;071 51 54 59
Coiffure Dominique;Rue de Beaumont;79;6030.0;Marchienne-au-Pont;Coiffeur;;071 56 04 79
Ets Mathurin;Rue de Châtelet;106;6030.0;Marchienne-au-Pont;Construction;;071 517303
Le Bosphore;Rue de Châtelet;24;6030.0;Marchienne-au-Pont;Boulangerie;;
Lecocq Fashion;Rue de Châtelet;75;6030.0;Marchienne-au-Pont;Mode;;0472/353134
Instashop;Rue de Jumet;197;6030.0;Marchienne-au-Pont;Librairie;;
Carrefour Market;Rue de l'Hôpital;3-5;6030.0;Marchienne-au-Pont;Grande surface;;071 51 89 58
Le Renouveau;Rue de la Providence;22;6030.0;Marchienne-au-Pont;Maison & Décoration;;
Ladbrokes;Rue de Mons;20;6030.0;Marchienne-au-Pont;Paris sportifs;;
Taverne Bella Rosa;Rue Fesler;20;6030.0;Marchienne-au-Pont;Café;;071 19 37 75
Bachelart Stradeco;Rue Martinsen;55;6030.0;Marchienne-au-Pont;Construction;;071 36 85 73
Steam Vape;Rue Masses Diarbois;91/A;6043.0;Ransart;Loisirs;Cigarettes électroniques;0471/28 69 38
Metalmorphose;Rue Eau-sur-Elle;106;6043.0;Ransart;Artisans;;071/37.18.77
Coiffure Joseph;Rue Masses Diarbois;82/A;6043.0;Ransart;Coiffeur;;071/35 14 05
ING Banque;Rue Masses Diarbois;83;6043.0;Ransart;Banque & Assurance;;071/3494 90
Epicerie Belge;Place Louis Delhaize;18;6043.0;Ransart;Epicerie;;0492/08 11 63
Pharmacie Winand;Rue Nicolaï;2;6043.0;Ransart;Pharmacie;;071/35.38.95
Le Juste Prix;Rue Masses Diarbois;92;6043.0;Ransart;Solderie;;
Chez Maïté;Chaussée de Gilly;200;6043.0;Ransart;Alimentation générale;;071/17.25.29
Garagiste / Alain Mertens;Rue Dandois;136;6043.0;Ransart;Voiture;;071 35 66 14
Epicerie du Bois;Rue Paul Pastur;172;6043.0;Ransart;Alimentation générale;;071 35 27 17
Maxilettrage SPRL;Rue Charbonnel;117;6043.0;Ransart;Imprimeur;;0499/19 72 37
Intermarché;Rue Charbonnel;100;6043.0;Ransart;Grande surface;;071 35 75 32
Le Pain Goûtu;Chaussée de Gilly;20;6043.0;Ransart;Boulangerie;;071 34 63 20
Construbois;Rue Paul Pastur;123/7;6043.0;Ransart;Construction;;0472/64 76 92
Botanicus;Rue de Soleilmont;133;6043.0;Ransart;Fleuriste;;071 35 88 35
Hair C. Coiffure;Rue des Frères Heusghem;23;6043.0;Ransart;Coiffeur;;071 34 32 47
Chassis Vass Clean SPRL;Rue René Delhaize;5;6043.0;Ransart;Construction;Châssis;
Oli'Vert;Rue René Delhaize;160;6043.0;Ransart;Animaux;;071 81 49 98
ROYAL CAR WASH;Chaussée de Bruxelles;120;6020.0;Dampremy;Car-wash;;0465 91 41 39
TOTAL;Chaussée de Bruxelles;174;6020.0;Dampremy;Station essence;;071 32 37 01
Borsalino;Rue de Gohyssart;1;6020.0;Dampremy;Café;;
GARAGE DANIELI;Rue de Mons;27;6020.0;Dampremy;Voiture;;071 32 27 00
DECOMAT MATERIAUX;Rue de Namur;2;6020.0;Dampremy;Construction;;071 14 04 24
MOKSUP;Rue de Namur;2;6020.0;Dampremy;Station essence;;
ASLAM HAIR;Rue des Français;19;6020.0;Dampremy;Coiffeur;;0488 10 94 53
Boulangerie Bourgeois;Rue des Français;63;6020.0;Dampremy;Boulangerie;;
CHEZ KILIC;Rue Jean Jaurès;291;6020.0;Dampremy;Alimentation générale;;0485 11 68 30
FRITERIE 2000;Rue Joseph Wauters;123;6020.0;Dampremy;Snack;;
FUNURARIUM GERARD ET FILS;Rue Joseph Wauters;169;6020.0;Dampremy;Funérarium;;+32 (0)71/32.25.93
RENDEZ-VOUS BELLE;Rue de Gosselies;48;6044.0;Roux;Bien-être;Ongles;0494 459861
CHEZ NINI;Rue de Jumet;74;6044.0;Roux;Alimentation générale;;071 35 88 85
ETS COULON;Rue de Marchienne;133;6044.0;Roux;Industrie;Métal;071 45 09 95
SAMRA CAR WASH;Rue de Marchienne;18B;6044.0;Roux;Car-wash;;
CARREFOUR MARKET;Rue Edmond Foulon;21;6044.0;Roux;Grande surface;;071 45 43 63
AU ROVIEN;Rue Edmond Foulon;5;6044.0;Roux;Café;;071 47 74 79
M CAR'S DESIGN;Rue Général Leman;80A;6044.0;Roux;Voiture;;0475 48 75 06
COIFFURE JEAN-POL;Rue Jules Boulvin;28;6044.0;Roux;Coiffeur;;071 45 23 65
SNACK DAVID;Rue Julus Boulvin;2;6044.0;Roux;Snack;;071 46 48 44
ROUX PHARMA;Rue Sart-Lez-Moulin;52;6044.0;Roux;Pharmacie;;071 46 26 13
DURAN CONSTRUCT;Rue Sart-Lez-Moulin;88;6044.0;Roux;Construction;;
L'ESCALE BEAUTE;Rue de Leernes;224;6030.0;Goutroux;Bien-être;;
Goutroux Marché;Rue des Liserons;2;6030.0;Goutroux;Alimentation générale;;
MY LUX;Rue du Fond de la Biche;66;6030.0;Goutroux;Maison & Décoration;;
LE SUPRA;Place Albert Ier;14;6031.0;Monceau-sur-Sambre;Café;;071 32 86 54
LA LIBRAIRIE MONCELLOISE;Rue Albert Camus;78;6031.0;Monceau-sur-Sambre;Librairie;;
Dufranne Frères;Rue de Monceau-Fontaine;44;6031.0;Monceau-sur-Sambre;Construction;Chauffage;071 32 08 34
MANS;Rue de Mons;1;6031.0;Monceau-sur-Sambre;Mode;;
TOTAL;Rue de Mons;196;6031.0;Monceau-sur-Sambre;Station essence;;071 70 06 67
FLEURS SIMONE;Rue des Combattants;19;6031.0;Monceau-sur-Sambre;Fleuriste;;071 32 52 87
Au Soleil d'Italie;Rue des Combattants;6;6031.0;Monceau-sur-Sambre;Alimentation générale;Epicerie fine;071 / 19 54 75
ELDI;Rue des Déportés;32;6031.0;Monceau-sur-Sambre;Electronique;Electro-ménager;071 30 22 99
BEMIS;Rue des Piges;176;6031.0;Monceau-sur-Sambre;Industrie;Emballages;071 27 77 00
ANDY CHASSIS;Rue du Calvaire;52;6031.0;Monceau-sur-Sambre;Construction;Châssis;071 33 00 57
Dayim Meubles;Route de Trazegnies;94;6031.0;Monceau-sur-Sambre;Maison & Décoration;Meubles;
INFINITIF;Rue Emile Vandervelde;85;6031.0;Monceau-sur-Sambre;Coiffeur;;071 33 11 47
CREATION SYLYS;Rue Jules Destrée;17;6031.0;Monceau-sur-Sambre;Fleuriste;;
PHARMACIE ANANGA;Rue Jules Destrée;18;6031.0;Monceau-sur-Sambre;Pharmacie;;071 32 64 34
BOULANGERIE THIRION;Rue Vandervelde;86;6031.0;Monceau-sur-Sambre;Boulangerie;;071 36 06 67
LIDL;Ruer des Déportés;25;6031.0;Monceau-sur-Sambre;Grande surface;;0800 73 520
ART ET BEAUTE;Avenue Paul Pastur;65;6032.0;Mont-sur-Marchienne;Coiffeur;;071 36 90 35
ATYPIK;Avenue Paul Pastur;99;6032.0;Mont-sur-Marchienne;Maison & Décoration;Déco;0485 36 53 57
BIJOUTERIE LAMBERT;Avenue Paul Pastur;85;6032.0;Mont-sur-Marchienne;Bijouterie;;071 36 53 27
CAFE SCOUBIDOU;Rue Pasteur;2;6032.0;Mont-sur-Marchienne;Café;;0489 787587
CARREFOUR MARKET;Avenue Paul Pastur;179;6032.0;Mont-sur-Marchienne;Grande surface;;071 47 25 78
COBALT;Avenue Paul Pastur;78;6032.0;Mont-sur-Marchienne;Mode;;071/43 77 77
ESPACE DIET;Rue des Goutteaux;19;6032.0;Mont-sur-Marchienne;Bien-être;;0479 24 50 60
ETIMO;Avenue Paul Pastur;91;6032.0;Mont-sur-Marchienne;Immobilier;;071 36 47 91
FABRIQUE TATOO;Rue de Bomerée;51A;6032.0;Mont-sur-Marchienne;Tattoo;;0483 10 10 46
GARDEN PALACE;Rue Pasteur;54;6032.0;Mont-sur-Marchienne;Traiteur;Location de salle;0473 37 57 04
GPDS;Rue Jules Ruhl;31AB;6032.0;Mont-sur-Marchienne;Autres;Gardiennage;071445010
ILLICO;Avenue Paul Pastur;64;6032.0;Mont-sur-Marchienne;Autres;Cadeaux;071 36 26 36
ING;Avenue Paul Pastur;41;6032.0;Mont-sur-Marchienne;Banque & Assurance;;071 60 63 10
L'Atlantide;Avenue Paul Pastur;93;6032.0;Mont-sur-Marchienne;Poissonerie;;(+32) 71 43 51 56
LA VIGNERAIE;Avenue Paul Pastur;32;6032.0;Mont-sur-Marchienne;Vins & spiritueux;;0476/06.83.08
LE CHOIX DE JULIE;Avenue Paul Pastur;89;6032.0;Mont-sur-Marchienne;Mode;;0497 41 39 14
LE COMPTOIR DU PEINTRE;Avenue Paul Pastur;8;6032.0;Mont-sur-Marchienne;Construction;Peintures;071 54 46 34
LEONIDAS;Avenue Paul Pastur;57;6032.0;Mont-sur-Marchienne;Chocolatier;;071 47 83 33
LURQUIN;Chaussée de Thuin;73;6032.0;Mont-sur-Marchienne;Station essence;;(+32) 71 53 33 74
